game_pk,home_team,away_team,home_flg,away_flg
746001,Milwaukee Brewers,New York Yankees,0,1
745022,Texas Rangers,Cincinnati Reds,1,0
746561,Colorado Rockies,Houston Astros,0,1
745349,San Francisco Giants,Pittsburgh Pirates,0,0
746237,Los Angeles Angels,Minnesota Twins,0,0
745265,Seattle Mariners,Arizona Diamondbacks,1,0
745428,San Diego Padres,Philadelphia Phillies,0,0
746967,Boston Red Sox,Chicago Cubs,1,0
747046,Baltimore Orioles,New York Yankees,1,0
746074,Miami Marlins,Washington Nationals,0,0
744945,Toronto Blue Jays,Kansas City Royals,1,1
745832,New York Mets,Chicago Cubs,1,0
746804,Chicago White Sox,Minnesota Twins,1,0
745999,Milwaukee Brewers,Tampa Bay Rays,0,1
746236,Los Angeles Angels,Philadelphia Phillies,1,1
747211,Arizona Diamondbacks,Los Angeles Dodgers,1,0
745672,Oakland Athletics,Pittsburgh Pirates,1,1
745427,San Diego Padres,Cincinnati Reds,1,1
745263,Seattle Mariners,Atlanta Braves,0,0
746477,Detroit Tigers,St. Louis Cardinals,0,0
746481,Detroit Tigers,St. Louis Cardinals,1,0
747047,Baltimore Orioles,New York Yankees,0,0
746073,Miami Marlins,Colorado Rockies,0,1
744942,Toronto Blue Jays,Kansas City Royals,0,0
745831,New York Mets,Chicago Cubs,1,0
746968,Boston Red Sox,San Francisco Giants,1,0
746806,Chicago White Sox,Minnesota Twins,0,0
745997,Milwaukee Brewers,Tampa Bay Rays,1,0
745018,Texas Rangers,Washington Nationals,0,1
746398,Houston Astros,Cleveland Guardians,0,1
746239,Los Angeles Angels,Philadelphia Phillies,0,0
747210,Arizona Diamondbacks,Los Angeles Dodgers,0,0
745673,Oakland Athletics,Pittsburgh Pirates,0,1
745426,San Diego Padres,Cincinnati Reds,0,0
745260,Seattle Mariners,Atlanta Braves,0,0
746478,Detroit Tigers,St. Louis Cardinals,0,0
745996,Milwaukee Brewers,Tampa Bay Rays,0,0
746800,Chicago White Sox,Minnesota Twins,1,0
744939,Toronto Blue Jays,Kansas City Royals,0,0
745670,Oakland Athletics,Pittsburgh Pirates,0,0
745261,Seattle Mariners,Atlanta Braves,0,0
746238,Los Angeles Angels,Philadelphia Phillies,0,0
745423,San Diego Padres,Cincinnati Reds,0,1
747048,Baltimore Orioles,New York Yankees,0,0
746072,Miami Marlins,Colorado Rockies,0,0
745829,New York Mets,Chicago Cubs,0,0
746966,Boston Red Sox,San Francisco Giants,0,0
745023,Texas Rangers,Washington Nationals,0,0
746399,Houston Astros,Cleveland Guardians,0,0
747207,Arizona Diamondbacks,Los Angeles Dodgers,0,0
746070,Miami Marlins,Colorado Rockies,1,0
747044,Baltimore Orioles,New York Yankees,0,0
745830,New York Mets,Chicago Cubs,0,0
746969,Boston Red Sox,San Francisco Giants,0,0
745021,Texas Rangers,Washington Nationals,0,0
746403,Houston Astros,Cleveland Guardians,0,0
746890,Chicago Cubs,Milwaukee Brewers,0,0
746721,Cincinnati Reds,Baltimore Orioles,0,0
745510,Pittsburgh Pirates,Colorado Rockies,0,0
745589,Philadelphia Phillies,San Francisco Giants,0,0
744868,Washington Nationals,Toronto Blue Jays,0,0
745101,Tampa Bay Rays,New York Mets,0,0
745756,New York Yankees,Detroit Tigers,0,0
746645,Cleveland Guardians,Los Angeles Angels,0,0
746318,Kansas City Royals,Texas Rangers,0,0
746402,Houston Astros,Seattle Mariners,0,0
745914,Minnesota Twins,Boston Red Sox,0,0
745187,St. Louis Cardinals,Chicago White Sox,1,0
747208,Arizona Diamondbacks,San Diego Padres,0,0
745665,Oakland Athletics,Miami Marlins,0,0
746152,Los Angeles Dodgers,Atlanta Braves,0,1
745750,New York Yankees,Detroit Tigers,1,1
745911,Minnesota Twins,Boston Red Sox,1,1
745183,St. Louis Cardinals,Chicago White Sox,0,1
746884,Chicago Cubs,Milwaukee Brewers,1,0
745511,Pittsburgh Pirates,Colorado Rockies,0,0
744862,Washington Nationals,Toronto Blue Jays,0,1
745666,Oakland Athletics,Miami Marlins,0,0
745583,Philadelphia Phillies,San Francisco Giants,1,0
746644,Cleveland Guardians,Los Angeles Angels,0,0
746720,Cincinnati Reds,Baltimore Orioles,0,0
746311,Kansas City Royals,Texas Rangers,0,1
746394,Houston Astros,Seattle Mariners,0,0
745100,Tampa Bay Rays,New York Mets,1,1
747209,Arizona Diamondbacks,San Diego Padres,0,1
746155,Los Angeles Dodgers,Atlanta Braves,0,0
745504,Pittsburgh Pirates,Colorado Rockies,0,0
744861,Washington Nationals,Toronto Blue Jays,1,0
746643,Cleveland Guardians,Los Angeles Angels,0,0
745103,Tampa Bay Rays,New York Mets,0,1
746395,Houston Astros,Seattle Mariners,0,0
746314,Kansas City Royals,Texas Rangers,1,0
745913,Minnesota Twins,Boston Red Sox,0,0
745185,St. Louis Cardinals,Chicago White Sox,0,0
746883,Chicago Cubs,Milwaukee Brewers,0,0
745667,Oakland Athletics,Miami Marlins,0,1
746719,Cincinnati Reds,Baltimore Orioles,0,1
747206,Arizona Diamondbacks,San Diego Padres,1,0
746153,Los Angeles Dodgers,Atlanta Braves,1,0
745587,Philadelphia Phillies,San Francisco Giants,0,1
745585,Philadelphia Phillies,San Francisco Giants,0,0
746639,Cleveland Guardians,Detroit Tigers,1,1
745509,Pittsburgh Pirates,Los Angeles Angels,0,0
745098,Tampa Bay Rays,Chicago White Sox,0,0
746313,Kansas City Royals,Milwaukee Brewers,0,0
746886,Chicago Cubs,San Diego Padres,0,0
745912,Minnesota Twins,Seattle Mariners,0,0
745182,St. Louis Cardinals,New York Mets,0,1
745669,Oakland Athletics,Texas Rangers,0,0
746149,Los Angeles Dodgers,Miami Marlins,1,1
745668,Oakland Athletics,Texas Rangers,0,1
746638,Cleveland Guardians,Detroit Tigers,1,1
746718,Cincinnati Reds,Arizona Diamondbacks,0,0
745508,Pittsburgh Pirates,Los Angeles Angels,0,0
745586,Philadelphia Phillies,Toronto Blue Jays,1,0
744859,Washington Nationals,Baltimore Orioles,0,0
745095,Tampa Bay Rays,Chicago White Sox,0,0
745752,New York Yankees,Houston Astros,1,1
747126,Atlanta Braves,Boston Red Sox,0,0
746885,Chicago Cubs,San Diego Padres,0,0
745915,Minnesota Twins,Seattle Mariners,0,0
746315,Kansas City Royals,Milwaukee Brewers,0,0
745186,St. Louis Cardinals,New York Mets,1,0
746559,Colorado Rockies,San Francisco Giants,0,0
746147,Los Angeles Dodgers,Miami Marlins,1,1
745507,Pittsburgh Pirates,Los Angeles Angels,0,0
745584,Philadelphia Phillies,Toronto Blue Jays,0,0
746640,Cleveland Guardians,Detroit Tigers,0,0
746312,Kansas City Royals,Milwaukee Brewers,1,1
746879,Chicago Cubs,San Diego Padres,0,1
746151,Los Angeles Dodgers,Miami Marlins,1,0
745664,Oakland Athletics,Texas Rangers,0,1
745659,Oakland Athletics,Texas Rangers,0,0
746717,Cincinnati Reds,Arizona Diamondbacks,0,0
744858,Washington Nationals,Baltimore Orioles,0,0
745097,Tampa Bay Rays,Chicago White Sox,0,0
745749,New York Yankees,Houston Astros,1,1
747127,Atlanta Braves,Boston Red Sox,1,0
745906,Minnesota Twins,Seattle Mariners,1,0
746562,Colorado Rockies,San Francisco Giants,0,0
746715,Cincinnati Reds,Arizona Diamondbacks,0,1
745910,Minnesota Twins,Seattle Mariners,1,0
746563,Colorado Rockies,San Francisco Giants,0,0
745748,New York Yankees,Houston Astros,0,1
746802,Chicago White Sox,Cleveland Guardians,1,0
745995,Milwaukee Brewers,St. Louis Cardinals,1,0
746241,Los Angeles Angels,Kansas City Royals,0,0
746479,Detroit Tigers,Houston Astros,0,0
745506,Pittsburgh Pirates,Chicago Cubs,1,1
745094,Tampa Bay Rays,New York Yankees,0,0
747043,Baltimore Orioles,Arizona Diamondbacks,0,0
744940,Toronto Blue Jays,Minnesota Twins,0,1
746964,Boston Red Sox,Washington Nationals,0,0
745827,New York Mets,Atlanta Braves,0,0
746071,Miami Marlins,Philadelphia Phillies,0,0
746801,Chicago White Sox,Cleveland Guardians,0,0
745993,Milwaukee Brewers,St. Louis Cardinals,0,0
746553,Colorado Rockies,Texas Rangers,0,0
746240,Los Angeles Angels,Kansas City Royals,0,0
745421,San Diego Padres,Los Angeles Dodgers,0,0
745264,Seattle Mariners,Oakland Athletics,0,0
745340,San Francisco Giants,Cincinnati Reds,1,1
744943,Toronto Blue Jays,Minnesota Twins,0,1
747041,Baltimore Orioles,Arizona Diamondbacks,0,0
745505,Pittsburgh Pirates,Chicago Cubs,0,0
746963,Boston Red Sox,Washington Nationals,0,0
745828,New York Mets,Atlanta Braves,0,0
746069,Miami Marlins,Philadelphia Phillies,0,0
745096,Tampa Bay Rays,New York Yankees,1,0
746480,Detroit Tigers,Houston Astros,0,0
746797,Chicago White Sox,Cleveland Guardians,0,0
745344,San Francisco Giants,Cincinnati Reds,1,0
745994,Milwaukee Brewers,St. Louis Cardinals,0,0
746554,Colorado Rockies,Texas Rangers,0,0
745422,San Diego Padres,Los Angeles Dodgers,0,1
746232,Los Angeles Angels,Kansas City Royals,0,1
745262,Seattle Mariners,Oakland Athletics,0,0
747042,Baltimore Orioles,Arizona Diamondbacks,0,0
746965,Boston Red Sox,Washington Nationals,0,0
745499,Pittsburgh Pirates,Chicago Cubs,0,1
744941,Toronto Blue Jays,Minnesota Twins,0,0
746476,Detroit Tigers,Houston Astros,0,0
746068,Miami Marlins,Philadelphia Phillies,0,1
745092,Tampa Bay Rays,New York Yankees,0,1
746798,Chicago White Sox,Cleveland Guardians,0,0
745990,Milwaukee Brewers,St. Louis Cardinals,1,0
746555,Colorado Rockies,Texas Rangers,1,1
745345,San Francisco Giants,Cincinnati Reds,0,1
746234,Los Angeles Angels,Kansas City Royals,0,0
745419,San Diego Padres,Los Angeles Dodgers,1,0
745255,Seattle Mariners,Oakland Athletics,1,0
745825,New York Mets,Atlanta Braves,0,0
747040,Baltimore Orioles,Toronto Blue Jays,0,0
746471,Detroit Tigers,Miami Marlins,0,0
746961,Boston Red Sox,Tampa Bay Rays,1,1
745826,New York Mets,Philadelphia Phillies,0,0
747128,Atlanta Braves,Chicago Cubs,0,0
745991,Milwaukee Brewers,Pittsburgh Pirates,0,1
745019,Texas Rangers,Cleveland Guardians,0,0
746393,Houston Astros,Oakland Athletics,0,0
746233,Los Angeles Angels,St. Louis Cardinals,0,0
747204,Arizona Diamondbacks,Cincinnati Reds,0,0
745420,San Diego Padres,Colorado Rockies,0,0
745256,Seattle Mariners,Kansas City Royals,0,0
745343,San Francisco Giants,Los Angeles Dodgers,0,1
745821,New York Mets,Philadelphia Phillies,0,0
746796,Chicago White Sox,Washington Nationals,0,0
746799,Chicago White Sox,Washington Nationals,0,0
746473,Detroit Tigers,Miami Marlins,0,0
746962,Boston Red Sox,Tampa Bay Rays,0,1
747124,Atlanta Braves,Chicago Cubs,1,0
745909,Minnesota Twins,New York Yankees,1,0
745989,Milwaukee Brewers,Pittsburgh Pirates,0,0
745014,Texas Rangers,Cleveland Guardians,0,0
746396,Houston Astros,Oakland Athletics,0,0
746235,Los Angeles Angels,St. Louis Cardinals,0,0
747205,Arizona Diamondbacks,Cincinnati Reds,0,0
745418,San Diego Padres,Colorado Rockies,0,0
745257,Seattle Mariners,Kansas City Royals,0,0
745342,San Francisco Giants,Los Angeles Dodgers,0,0
747038,Baltimore Orioles,Toronto Blue Jays,1,0
746472,Detroit Tigers,Miami Marlins,0,1
745992,Milwaukee Brewers,Pittsburgh Pirates,0,0
746795,Chicago White Sox,Washington Nationals,0,0
747203,Arizona Diamondbacks,Cincinnati Reds,0,0
745417,San Diego Padres,Colorado Rockies,0,0
745259,Seattle Mariners,Kansas City Royals,0,0
745582,Philadelphia Phillies,New York Mets,1,1
746960,Boston Red Sox,Tampa Bay Rays,1,0
747123,Atlanta Braves,Chicago Cubs,0,1
745908,Minnesota Twins,New York Yankees,0,1
745015,Texas Rangers,Cleveland Guardians,0,0
746397,Houston Astros,Oakland Athletics,1,0
746231,Los Angeles Angels,St. Louis Cardinals,1,0
745341,San Francisco Giants,Los Angeles Dodgers,0,0
745907,Minnesota Twins,New York Yankees,0,1
745580,Philadelphia Phillies,New York Mets,0,1
746959,Boston Red Sox,Tampa Bay Rays,0,0
746881,Chicago Cubs,Pittsburgh Pirates,0,1
746391,Houston Astros,Oakland Athletics,0,0
746150,Los Angeles Dodgers,Cincinnati Reds,0,1
746878,Chicago Cubs,Pittsburgh Pirates,0,0
745579,Philadelphia Phillies,Washington Nationals,1,0
747037,Baltimore Orioles,Seattle Mariners,1,1
745747,New York Yankees,Chicago White Sox,1,0
744934,Toronto Blue Jays,Tampa Bay Rays,0,0
746641,Cleveland Guardians,Minnesota Twins,0,0
746065,Miami Marlins,New York Mets,0,0
747122,Atlanta Braves,San Diego Padres,1,0
746310,Kansas City Royals,Oakland Athletics,1,0
745016,Texas Rangers,Los Angeles Angels,0,0
746388,Houston Astros,Milwaukee Brewers,0,0
745178,St. Louis Cardinals,Boston Red Sox,1,0
747201,Arizona Diamondbacks,Detroit Tigers,0,0
746148,Los Angeles Dodgers,Cincinnati Reds,1,0
745335,San Francisco Giants,Colorado Rockies,1,1
745744,New York Yankees,Chicago White Sox,1,1
746882,Chicago Cubs,Pittsburgh Pirates,0,0
744938,Toronto Blue Jays,Tampa Bay Rays,0,0
747036,Baltimore Orioles,Seattle Mariners,0,0
745339,San Francisco Giants,Colorado Rockies,1,0
746067,Miami Marlins,New York Mets,0,1
745581,Philadelphia Phillies,Washington Nationals,0,1
746642,Cleveland Guardians,Minnesota Twins,1,0
746308,Kansas City Royals,Oakland Athletics,1,0
746389,Houston Astros,Milwaukee Brewers,0,0
745177,St. Louis Cardinals,Boston Red Sox,0,0
745013,Texas Rangers,Los Angeles Angels,0,0
747202,Arizona Diamondbacks,Detroit Tigers,0,0
746142,Los Angeles Dodgers,Cincinnati Reds,0,0
745179,St. Louis Cardinals,Boston Red Sox,0,1
747035,Baltimore Orioles,Seattle Mariners,1,0
745577,Philadelphia Phillies,Washington Nationals,0,0
745745,New York Yankees,Chicago White Sox,0,0
744937,Toronto Blue Jays,Tampa Bay Rays,0,0
746636,Cleveland Guardians,Minnesota Twins,1,0
746064,Miami Marlins,New York Mets,0,1
746306,Kansas City Royals,Oakland Athletics,1,0
746392,Houston Astros,Milwaukee Brewers,1,1
746880,Chicago Cubs,Pittsburgh Pirates,0,0
745012,Texas Rangers,Los Angeles Angels,0,0
745336,San Francisco Giants,Colorado Rockies,0,1
747198,Arizona Diamondbacks,Detroit Tigers,1,0
746144,Los Angeles Dodgers,Cincinnati Reds,0,0
747120,Atlanta Braves,San Diego Padres,0,1
747119,Atlanta Braves,San Diego Padres,1,0
747121,Atlanta Braves,San Diego Padres,1,0
744935,Toronto Blue Jays,Chicago White Sox,0,0
746637,Cleveland Guardians,New York Mets,1,0
746066,Miami Marlins,Milwaukee Brewers,0,0
744857,Washington Nationals,Minnesota Twins,0,0
745093,Tampa Bay Rays,Boston Red Sox,0,0
745746,New York Yankees,Seattle Mariners,1,0
746307,Kansas City Royals,Detroit Tigers,0,0
745181,St. Louis Cardinals,Baltimore Orioles,0,0
746390,Houston Astros,Los Angeles Angels,0,1
746146,Los Angeles Dodgers,Arizona Diamondbacks,0,0
746633,Cleveland Guardians,New York Mets,0,0
746716,Cincinnati Reds,San Diego Padres,0,0
745503,Pittsburgh Pirates,San Francisco Giants,0,1
745578,Philadelphia Phillies,Texas Rangers,0,0
746058,Miami Marlins,Milwaukee Brewers,0,1
744860,Washington Nationals,Minnesota Twins,0,0
745090,Tampa Bay Rays,Boston Red Sox,1,0
745742,New York Yankees,Seattle Mariners,0,0
744936,Toronto Blue Jays,Chicago White Sox,0,0
746309,Kansas City Royals,Detroit Tigers,1,0
746875,Chicago Cubs,Atlanta Braves,0,0
745180,St. Louis Cardinals,Baltimore Orioles,0,0
746385,Houston Astros,Los Angeles Angels,1,1
745662,Oakland Athletics,Colorado Rockies,0,1
746145,Los Angeles Dodgers,Arizona Diamondbacks,0,0
744856,Washington Nationals,Minnesota Twins,0,0
746634,Cleveland Guardians,New York Mets,0,1
745173,St. Louis Cardinals,Baltimore Orioles,0,0
746386,Houston Astros,Los Angeles Angels,0,0
746304,Kansas City Royals,Detroit Tigers,0,0
746712,Cincinnati Reds,San Diego Padres,1,1
745502,Pittsburgh Pirates,San Francisco Giants,0,0
745576,Philadelphia Phillies,Texas Rangers,0,1
746063,Miami Marlins,Milwaukee Brewers,1,0
745089,Tampa Bay Rays,Boston Red Sox,0,0
745743,New York Yankees,Seattle Mariners,1,0
744933,Toronto Blue Jays,Chicago White Sox,0,0
746876,Chicago Cubs,Atlanta Braves,0,0
745661,Oakland Athletics,Colorado Rockies,0,1
746143,Los Angeles Dodgers,Arizona Diamondbacks,0,0
745500,Pittsburgh Pirates,San Francisco Giants,1,0
745741,New York Yankees,Seattle Mariners,0,0
745573,Philadelphia Phillies,Texas Rangers,0,0
746714,Cincinnati Reds,San Diego Padres,1,1
746874,Chicago Cubs,Atlanta Braves,0,0
745660,Oakland Athletics,Colorado Rockies,0,1
746474,Detroit Tigers,Toronto Blue Jays,0,0
746792,Chicago White Sox,Baltimore Orioles,1,0
746475,Detroit Tigers,Toronto Blue Jays,0,0
745501,Pittsburgh Pirates,Atlanta Braves,1,0
744853,Washington Nationals,Seattle Mariners,0,1
745087,Tampa Bay Rays,Kansas City Royals,1,0
746713,Cincinnati Reds,Los Angeles Dodgers,1,0
745822,New York Mets,San Francisco Giants,1,0
745905,Minnesota Twins,Texas Rangers,0,1
746956,Boston Red Sox,Milwaukee Brewers,0,0
746793,Chicago White Sox,Baltimore Orioles,0,0
746558,Colorado Rockies,Philadelphia Phillies,0,0
746227,Los Angeles Angels,Cleveland Guardians,1,0
745663,Oakland Athletics,Houston Astros,1,0
747200,Arizona Diamondbacks,Miami Marlins,0,0
745415,San Diego Padres,New York Yankees,0,1
746470,Detroit Tigers,Toronto Blue Jays,1,0
745823,New York Mets,San Francisco Giants,0,0
745901,Minnesota Twins,Texas Rangers,1,0
746794,Chicago White Sox,Baltimore Orioles,0,0
744851,Washington Nationals,Seattle Mariners,0,0
745493,Pittsburgh Pirates,Atlanta Braves,0,0
745658,Oakland Athletics,Houston Astros,1,0
745086,Tampa Bay Rays,Kansas City Royals,0,0
746958,Boston Red Sox,Milwaukee Brewers,0,0
746710,Cincinnati Reds,Los Angeles Dodgers,1,0
745176,St. Louis Cardinals,Chicago Cubs,0,0
746556,Colorado Rockies,Philadelphia Phillies,1,1
746226,Los Angeles Angels,Cleveland Guardians,0,0
745411,San Diego Padres,New York Yankees,0,1
747199,Arizona Diamondbacks,Miami Marlins,1,1
746469,Detroit Tigers,Toronto Blue Jays,0,0
746711,Cincinnati Reds,Los Angeles Dodgers,0,0
744855,Washington Nationals,Seattle Mariners,0,0
745498,Pittsburgh Pirates,Atlanta Braves,0,0
746957,Boston Red Sox,Milwaukee Brewers,0,0
745824,New York Mets,San Francisco Giants,0,0
745088,Tampa Bay Rays,Kansas City Royals,0,0
745902,Minnesota Twins,Texas Rangers,0,0
746789,Chicago White Sox,Baltimore Orioles,0,0
746557,Colorado Rockies,Philadelphia Phillies,1,0
746230,Los Angeles Angels,Cleveland Guardians,0,0
745653,Oakland Athletics,Houston Astros,0,0
747197,Arizona Diamondbacks,Miami Marlins,0,0
745413,San Diego Padres,New York Yankees,0,0
745172,St. Louis Cardinals,Chicago Cubs,0,0
747034,Baltimore Orioles,Boston Red Sox,0,0
745904,Minnesota Twins,Kansas City Royals,0,0
746788,Chicago White Sox,Toronto Blue Jays,0,0
746549,Colorado Rockies,Cleveland Guardians,0,1
746708,Cincinnati Reds,St. Louis Cardinals,1,1
747118,Atlanta Braves,Washington Nationals,0,1
745986,Milwaukee Brewers,Chicago Cubs,0,0
745338,San Francisco Giants,Philadelphia Phillies,0,0
745416,San Diego Padres,Miami Marlins,0,0
745254,Seattle Mariners,Houston Astros,1,0
745818,New York Mets,Los Angeles Dodgers,0,0
745816,New York Mets,Los Angeles Dodgers,0,1
747033,Baltimore Orioles,Boston Red Sox,1,1
746709,Cincinnati Reds,St. Louis Cardinals,0,0
745091,Tampa Bay Rays,Oakland Athletics,0,0
747115,Atlanta Braves,Washington Nationals,0,0
745903,Minnesota Twins,Kansas City Royals,1,0
746791,Chicago White Sox,Toronto Blue Jays,0,0
745987,Milwaukee Brewers,Chicago Cubs,0,0
745017,Texas Rangers,Arizona Diamondbacks,0,0
746552,Colorado Rockies,Cleveland Guardians,0,1
746229,Los Angeles Angels,New York Yankees,1,1
745258,Seattle Mariners,Houston Astros,1,0
745412,San Diego Padres,Miami Marlins,1,0
745337,San Francisco Giants,Philadelphia Phillies,0,0
746467,Detroit Tigers,Pittsburgh Pirates,1,0
746468,Detroit Tigers,Pittsburgh Pirates,0,0
746706,Cincinnati Reds,St. Louis Cardinals,0,0
745011,Texas Rangers,Arizona Diamondbacks,0,0
745333,San Francisco Giants,Philadelphia Phillies,0,1
745817,New York Mets,Los Angeles Dodgers,0,0
745414,San Diego Padres,Miami Marlins,0,0
747031,Baltimore Orioles,Boston Red Sox,0,0
745084,Tampa Bay Rays,Oakland Athletics,0,0
747117,Atlanta Braves,Washington Nationals,0,0
745900,Minnesota Twins,Kansas City Royals,0,0
746790,Chicago White Sox,Toronto Blue Jays,0,0
745988,Milwaukee Brewers,Chicago Cubs,1,0
746551,Colorado Rockies,Cleveland Guardians,1,1
746228,Los Angeles Angels,New York Yankees,0,0
745250,Seattle Mariners,Houston Astros,0,0
745081,Tampa Bay Rays,Oakland Athletics,1,0
745898,Minnesota Twins,Kansas City Royals,0,1
745985,Milwaukee Brewers,Chicago Cubs,0,1
745249,Seattle Mariners,Houston Astros,0,0
746954,Boston Red Sox,Detroit Tigers,0,0
745819,New York Mets,Arizona Diamondbacks,0,0
747114,Atlanta Braves,Washington Nationals,0,0
746225,Los Angeles Angels,New York Yankees,0,0
746877,Chicago Cubs,Cincinnati Reds,0,0
745574,Philadelphia Phillies,St. Louis Cardinals,0,0
747032,Baltimore Orioles,Tampa Bay Rays,0,0
744928,Toronto Blue Jays,Pittsburgh Pirates,0,0
746955,Boston Red Sox,Detroit Tigers,0,1
746635,Cleveland Guardians,Washington Nationals,0,0
745820,New York Mets,Arizona Diamondbacks,1,1
746059,Miami Marlins,Texas Rangers,0,0
747116,Atlanta Braves,Oakland Athletics,1,0
746303,Kansas City Royals,San Diego Padres,0,0
746387,Houston Astros,Minnesota Twins,0,0
745983,Milwaukee Brewers,Chicago White Sox,0,0
746140,Los Angeles Dodgers,Colorado Rockies,0,0
745253,Seattle Mariners,Los Angeles Angels,1,0
745331,San Francisco Giants,New York Yankees,0,0
744932,Toronto Blue Jays,Pittsburgh Pirates,0,1
747029,Baltimore Orioles,Tampa Bay Rays,1,0
746952,Boston Red Sox,Detroit Tigers,0,1
746629,Cleveland Guardians,Washington Nationals,1,0
745812,New York Mets,Arizona Diamondbacks,0,0
746305,Kansas City Royals,San Diego Padres,1,1
746384,Houston Astros,Minnesota Twins,1,0
747111,Atlanta Braves,Oakland Athletics,1,1
746062,Miami Marlins,Texas Rangers,0,0
745980,Milwaukee Brewers,Chicago White Sox,0,0
746870,Chicago Cubs,Cincinnati Reds,0,0
745251,Seattle Mariners,Los Angeles Angels,0,0
745575,Philadelphia Phillies,St. Louis Cardinals,1,0
745332,San Francisco Giants,New York Yankees,0,1
746138,Los Angeles Dodgers,Colorado Rockies,0,0
746383,Houston Astros,Minnesota Twins,0,1
746953,Boston Red Sox,Detroit Tigers,1,0
747030,Baltimore Orioles,Tampa Bay Rays,1,0
747110,Atlanta Braves,Oakland Athletics,1,0
744929,Toronto Blue Jays,Pittsburgh Pirates,0,0
746632,Cleveland Guardians,Washington Nationals,0,0
745813,New York Mets,Arizona Diamondbacks,0,1
746061,Miami Marlins,Texas Rangers,0,1
746301,Kansas City Royals,San Diego Padres,0,0
745984,Milwaukee Brewers,Chicago White Sox,0,1
746871,Chicago Cubs,Cincinnati Reds,0,0
745330,San Francisco Giants,New York Yankees,0,1
746141,Los Angeles Dodgers,Colorado Rockies,1,0
745252,Seattle Mariners,Los Angeles Angels,0,0
745572,Philadelphia Phillies,St. Louis Cardinals,0,1
745569,Philadelphia Phillies,Milwaukee Brewers,0,0
744854,Washington Nationals,New York Mets,0,0
744930,Toronto Blue Jays,Baltimore Orioles,0,0
745009,Texas Rangers,Detroit Tigers,1,0
746382,Houston Astros,St. Louis Cardinals,0,1
746548,Colorado Rockies,Cincinnati Reds,1,0
746224,Los Angeles Angels,San Diego Padres,0,1
747194,Arizona Diamondbacks,San Francisco Giants,0,0
746630,Cleveland Guardians,Kansas City Royals,0,0
745497,Pittsburgh Pirates,Los Angeles Dodgers,0,0
746060,Miami Marlins,Tampa Bay Rays,1,0
745568,Philadelphia Phillies,Milwaukee Brewers,0,0
744850,Washington Nationals,New York Mets,0,0
745739,New York Yankees,Minnesota Twins,0,0
744931,Toronto Blue Jays,Baltimore Orioles,0,0
746949,Boston Red Sox,Atlanta Braves,0,0
745010,Texas Rangers,Detroit Tigers,0,0
746872,Chicago Cubs,Chicago White Sox,0,0
746380,Houston Astros,St. Louis Cardinals,1,1
746550,Colorado Rockies,Cincinnati Reds,0,1
746222,Los Angeles Angels,San Diego Padres,0,0
745656,Oakland Athletics,Seattle Mariners,0,0
747196,Arizona Diamondbacks,San Francisco Giants,0,0
746950,Boston Red Sox,Atlanta Braves,0,0
746379,Houston Astros,St. Louis Cardinals,0,0
746544,Colorado Rockies,Cincinnati Reds,1,0
747195,Arizona Diamondbacks,San Francisco Giants,1,0
744852,Washington Nationals,New York Mets,0,0
745570,Philadelphia Phillies,Milwaukee Brewers,0,0
745494,Pittsburgh Pirates,Los Angeles Dodgers,0,0
746056,Miami Marlins,Tampa Bay Rays,1,1
745740,New York Yankees,Minnesota Twins,1,0
744927,Toronto Blue Jays,Baltimore Orioles,0,0
745007,Texas Rangers,Detroit Tigers,0,0
746873,Chicago Cubs,Chicago White Sox,0,1
746221,Los Angeles Angels,San Diego Padres,1,0
745654,Oakland Athletics,Seattle Mariners,0,0
744923,Toronto Blue Jays,Baltimore Orioles,0,0
746631,Cleveland Guardians,Kansas City Royals,1,1
745657,Oakland Athletics,Seattle Mariners,0,0
745495,Pittsburgh Pirates,Los Angeles Dodgers,0,1
744844,Washington Nationals,Atlanta Braves,0,0
745738,New York Yankees,Minnesota Twins,0,1
746707,Cincinnati Reds,Chicago Cubs,0,0
745174,St. Louis Cardinals,Colorado Rockies,0,0
746784,Chicago White Sox,Boston Red Sox,0,1
745408,San Diego Padres,Arizona Diamondbacks,0,1
745496,Pittsburgh Pirates,Minnesota Twins,0,0
746466,Detroit Tigers,Milwaukee Brewers,0,0
744845,Washington Nationals,Atlanta Braves,0,0
745083,Tampa Bay Rays,Baltimore Orioles,0,0
745737,New York Yankees,Los Angeles Dodgers,0,0
746704,Cincinnati Reds,Chicago Cubs,0,0
746053,Miami Marlins,Cleveland Guardians,0,0
745008,Texas Rangers,San Francisco Giants,0,0
746302,Kansas City Royals,Seattle Mariners,0,1
746785,Chicago White Sox,Boston Red Sox,1,0
745169,St. Louis Cardinals,Colorado Rockies,1,0
746220,Los Angeles Angels,Houston Astros,0,1
745406,San Diego Padres,Arizona Diamondbacks,1,0
745655,Oakland Athletics,Toronto Blue Jays,0,0
745814,New York Mets,Philadelphia Phillies,1,0
745001,Texas Rangers,San Francisco Giants,1,1
745492,Pittsburgh Pirates,Minnesota Twins,0,0
744848,Washington Nationals,Atlanta Braves,1,0
745652,Oakland Athletics,Toronto Blue Jays,0,1
746703,Cincinnati Reds,Chicago Cubs,1,1
746300,Kansas City Royals,Seattle Mariners,1,1
745082,Tampa Bay Rays,Baltimore Orioles,0,0
