date,game_pk,away_score,away_team,home_team,home_score,win_team,lose_team,win_score,lose_score,first_scorer
2024-05-10,745264,1,Oakland Athletics,Seattle Mariners,8,Seattle Mariners,Oakland Athletics,8,1,Seattle Mariners
2024-05-10,745340,4,Cincinnati Reds,San Francisco Giants,2,Cincinnati Reds,San Francisco Giants,4,2,Cincinnati Reds
2024-05-11,744943,8,Minnesota Twins,Toronto Blue Jays,10,Toronto Blue Jays,Minnesota Twins,10,8,Minnesota Twins
2024-05-11,747041,4,Arizona Diamondbacks,Baltimore Orioles,5,Baltimore Orioles,Arizona Diamondbacks,5,4,Baltimore Orioles
2024-05-11,745505,9,Chicago Cubs,Pittsburgh Pirates,10,Pittsburgh Pirates,Chicago Cubs,10,9,Pittsburgh Pirates
2024-05-11,746963,2,Washington Nationals,Boston Red Sox,4,Boston Red Sox,Washington Nationals,4,2,Washington Nationals
2024-05-11,745828,4,Atlanta Braves,New York Mets,1,Atlanta Braves,New York Mets,4,1,Atlanta Braves
2024-05-11,746069,8,Philadelphia Phillies,Miami Marlins,3,Philadelphia Phillies,Miami Marlins,8,3,Miami Marlins
2024-05-11,745096,2,New York Yankees,Tampa Bay Rays,7,Tampa Bay Rays,New York Yankees,7,2,Tampa Bay Rays
2024-05-11,746480,2,Houston Astros,Detroit Tigers,8,Detroit Tigers,Houston Astros,8,2,Detroit Tigers
2024-05-11,746797,1,Cleveland Guardians,Chicago White Sox,3,Chicago White Sox,Cleveland Guardians,3,1,Chicago White Sox
2024-05-11,745344,1,Cincinnati Reds,San Francisco Giants,5,San Francisco Giants,Cincinnati Reds,5,1,San Francisco Giants
2024-05-11,745994,3,St. Louis Cardinals,Milwaukee Brewers,5,Milwaukee Brewers,St. Louis Cardinals,5,3,Milwaukee Brewers
2024-05-11,746554,3,Texas Rangers,Colorado Rockies,8,Colorado Rockies,Texas Rangers,8,3,Colorado Rockies
2024-05-11,745422,5,Los Angeles Dodgers,San Diego Padres,0,Los Angeles Dodgers,San Diego Padres,5,0,Los Angeles Dodgers
2024-05-11,746232,3,Kansas City Royals,Los Angeles Angels,9,Los Angeles Angels,Kansas City Royals,9,3,Kansas City Royals
2024-05-11,745262,8,Oakland Athletics,Seattle Mariners,1,Oakland Athletics,Seattle Mariners,8,1,Seattle Mariners
2024-05-12,747042,9,Arizona Diamondbacks,Baltimore Orioles,2,Arizona Diamondbacks,Baltimore Orioles,9,2,Arizona Diamondbacks
2024-05-12,746965,2,Washington Nationals,Boston Red Sox,3,Boston Red Sox,Washington Nationals,3,2,Boston Red Sox
2024-05-12,745499,5,Chicago Cubs,Pittsburgh Pirates,4,Chicago Cubs,Pittsburgh Pirates,5,4,Chicago Cubs
2024-05-12,744941,5,Minnesota Twins,Toronto Blue Jays,1,Minnesota Twins,Toronto Blue Jays,5,1,Minnesota Twins
2024-05-12,746476,9,Houston Astros,Detroit Tigers,3,Houston Astros,Detroit Tigers,9,3,Houston Astros
2024-05-12,746068,6,Philadelphia Phillies,Miami Marlins,7,Miami Marlins,Philadelphia Phillies,7,6,Philadelphia Phillies
2024-05-12,745092,10,New York Yankees,Tampa Bay Rays,6,New York Yankees,Tampa Bay Rays,10,6,New York Yankees
2024-05-12,746798,7,Cleveland Guardians,Chicago White Sox,0,Cleveland Guardians,Chicago White Sox,7,0,Cleveland Guardians
2024-05-12,745990,4,St. Louis Cardinals,Milwaukee Brewers,3,St. Louis Cardinals,Milwaukee Brewers,4,3,Milwaukee Brewers
2024-05-12,746555,1,Texas Rangers,Colorado Rockies,3,Colorado Rockies,Texas Rangers,3,1,Texas Rangers
2024-05-12,745345,5,Cincinnati Reds,San Francisco Giants,6,San Francisco Giants,Cincinnati Reds,6,5,Cincinnati Reds
2024-05-12,746234,4,Kansas City Royals,Los Angeles Angels,2,Kansas City Royals,Los Angeles Angels,4,2,Kansas City Royals
2024-05-12,745419,0,Los Angeles Dodgers,San Diego Padres,4,San Diego Padres,Los Angeles Dodgers,4,0,San Diego Padres
2024-05-12,745255,4,Oakland Athletics,Seattle Mariners,8,Seattle Mariners,Oakland Athletics,8,4,Seattle Mariners
2024-05-12,745825,3,Atlanta Braves,New York Mets,4,New York Mets,Atlanta Braves,4,3,Atlanta Braves
2024-05-13,747040,3,Toronto Blue Jays,Baltimore Orioles,2,Toronto Blue Jays,Baltimore Orioles,3,2,Baltimore Orioles
2024-05-13,746471,5,Miami Marlins,Detroit Tigers,6,Detroit Tigers,Miami Marlins,6,5,Detroit Tigers
2024-05-13,746961,5,Tampa Bay Rays,Boston Red Sox,3,Tampa Bay Rays,Boston Red Sox,5,3,Tampa Bay Rays
2024-05-13,745826,5,Philadelphia Phillies,New York Mets,4,Philadelphia Phillies,New York Mets,5,4,Philadelphia Phillies
2024-05-13,747128,0,Chicago Cubs,Atlanta Braves,2,Atlanta Braves,Chicago Cubs,2,0,Atlanta Braves
2024-05-13,745991,8,Pittsburgh Pirates,Milwaukee Brewers,6,Pittsburgh Pirates,Milwaukee Brewers,8,6,Pittsburgh Pirates
2024-05-13,745019,7,Cleveland Guardians,Texas Rangers,0,Cleveland Guardians,Texas Rangers,7,0,Cleveland Guardians
2024-05-13,746393,2,Oakland Athletics,Houston Astros,9,Houston Astros,Oakland Athletics,9,2,Houston Astros
2024-05-13,746233,10,St. Louis Cardinals,Los Angeles Angels,5,St. Louis Cardinals,Los Angeles Angels,10,5,Los Angeles Angels
2024-05-13,747204,5,Cincinnati Reds,Arizona Diamondbacks,6,Arizona Diamondbacks,Cincinnati Reds,6,5,Arizona Diamondbacks
2024-05-13,745420,5,Colorado Rockies,San Diego Padres,4,Colorado Rockies,San Diego Padres,5,4,Colorado Rockies
2024-05-13,745256,2,Kansas City Royals,Seattle Mariners,6,Seattle Mariners,Kansas City Royals,6,2,Seattle Mariners
2024-05-13,745343,6,Los Angeles Dodgers,San Francisco Giants,4,Los Angeles Dodgers,San Francisco Giants,6,4,Los Angeles Dodgers
2024-05-14,745821,4,Philadelphia Phillies,New York Mets,0,Philadelphia Phillies,New York Mets,4,0,Philadelphia Phillies
2024-05-14,746796,6,Washington Nationals,Chicago White Sox,3,Washington Nationals,Chicago White Sox,6,3,Chicago White Sox
2024-05-14,746799,0,Washington Nationals,Chicago White Sox,4,Chicago White Sox,Washington Nationals,4,0,Chicago White Sox
2024-05-14,746473,1,Miami Marlins,Detroit Tigers,0,Miami Marlins,Detroit Tigers,1,0,Miami Marlins
2024-05-14,746962,4,Tampa Bay Rays,Boston Red Sox,5,Boston Red Sox,Tampa Bay Rays,5,4,Tampa Bay Rays
2024-05-14,747124,0,Chicago Cubs,Atlanta Braves,7,Atlanta Braves,Chicago Cubs,7,0,Atlanta Braves
2024-05-14,745909,5,New York Yankees,Minnesota Twins,1,New York Yankees,Minnesota Twins,5,1,Minnesota Twins
2024-05-14,745989,3,Pittsburgh Pirates,Milwaukee Brewers,4,Milwaukee Brewers,Pittsburgh Pirates,4,3,Milwaukee Brewers
2024-05-14,745014,7,Cleveland Guardians,Texas Rangers,4,Cleveland Guardians,Texas Rangers,7,4,Cleveland Guardians
2024-05-14,746396,1,Oakland Athletics,Houston Astros,2,Houston Astros,Oakland Athletics,2,1,Houston Astros
2024-05-14,746235,7,St. Louis Cardinals,Los Angeles Angels,6,St. Louis Cardinals,Los Angeles Angels,7,6,St. Louis Cardinals
2024-05-14,747205,6,Cincinnati Reds,Arizona Diamondbacks,2,Cincinnati Reds,Arizona Diamondbacks,6,2,Arizona Diamondbacks
2024-05-14,745418,6,Colorado Rockies,San Diego Padres,3,Colorado Rockies,San Diego Padres,6,3,Colorado Rockies
2024-05-14,745257,4,Kansas City Royals,Seattle Mariners,2,Kansas City Royals,Seattle Mariners,4,2,Seattle Mariners
2024-05-14,745342,10,Los Angeles Dodgers,San Francisco Giants,2,Los Angeles Dodgers,San Francisco Giants,10,2,Los Angeles Dodgers
2024-05-15,747038,2,Toronto Blue Jays,Baltimore Orioles,3,Baltimore Orioles,Toronto Blue Jays,3,2,Baltimore Orioles
2024-05-15,746472,2,Miami Marlins,Detroit Tigers,0,Miami Marlins,Detroit Tigers,2,0,Miami Marlins
2024-05-15,745992,2,Pittsburgh Pirates,Milwaukee Brewers,10,Milwaukee Brewers,Pittsburgh Pirates,10,2,Pittsburgh Pirates
2024-05-15,746795,0,Washington Nationals,Chicago White Sox,2,Chicago White Sox,Washington Nationals,2,0,Chicago White Sox
2024-05-15,747203,1,Cincinnati Reds,Arizona Diamondbacks,2,Arizona Diamondbacks,Cincinnati Reds,2,1,Arizona Diamondbacks
2024-05-15,745417,8,Colorado Rockies,San Diego Padres,0,Colorado Rockies,San Diego Padres,8,0,Colorado Rockies
2024-05-15,745259,2,Kansas City Royals,Seattle Mariners,4,Seattle Mariners,Kansas City Royals,4,2,Seattle Mariners
2024-05-15,745582,5,New York Mets,Philadelphia Phillies,10,Philadelphia Phillies,New York Mets,10,5,New York Mets
2024-05-15,746960,4,Tampa Bay Rays,Boston Red Sox,3,Tampa Bay Rays,Boston Red Sox,4,3,Boston Red Sox
2024-05-15,747123,7,Chicago Cubs,Atlanta Braves,1,Chicago Cubs,Atlanta Braves,7,1,Chicago Cubs
2024-05-15,745908,4,New York Yankees,Minnesota Twins,0,New York Yankees,Minnesota Twins,4,0,New York Yankees
2024-05-15,745015,0,Cleveland Guardians,Texas Rangers,4,Texas Rangers,Cleveland Guardians,4,0,Texas Rangers
2024-05-15,746397,0,Oakland Athletics,Houston Astros,3,Houston Astros,Oakland Athletics,3,0,Houston Astros
2024-05-15,746231,2,St. Louis Cardinals,Los Angeles Angels,7,Los Angeles Angels,St. Louis Cardinals,7,2,Los Angeles Angels
2024-05-15,745341,1,Los Angeles Dodgers,San Francisco Giants,4,San Francisco Giants,Los Angeles Dodgers,4,1,San Francisco Giants
2024-05-16,745907,5,New York Yankees,Minnesota Twins,0,New York Yankees,Minnesota Twins,5,0,New York Yankees
2024-05-16,745580,6,New York Mets,Philadelphia Phillies,5,New York Mets,Philadelphia Phillies,6,5,New York Mets
2024-05-16,746959,7,Tampa Bay Rays,Boston Red Sox,5,Tampa Bay Rays,Boston Red Sox,7,5,Tampa Bay Rays
2024-05-16,746881,5,Pittsburgh Pirates,Chicago Cubs,4,Pittsburgh Pirates,Chicago Cubs,5,4,Pittsburgh Pirates
2024-05-16,746391,1,Oakland Athletics,Houston Astros,8,Houston Astros,Oakland Athletics,8,1,Houston Astros
2024-05-16,746150,7,Cincinnati Reds,Los Angeles Dodgers,2,Cincinnati Reds,Los Angeles Dodgers,7,2,Cincinnati Reds
2024-05-17,746878,9,Pittsburgh Pirates,Chicago Cubs,3,Pittsburgh Pirates,Chicago Cubs,9,3,Pittsburgh Pirates
2024-05-17,745579,2,Washington Nationals,Philadelphia Phillies,4,Philadelphia Phillies,Washington Nationals,4,2,Philadelphia Phillies
2024-05-17,747037,2,Seattle Mariners,Baltimore Orioles,9,Baltimore Orioles,Seattle Mariners,9,2,Seattle Mariners
2024-05-17,745747,2,Chicago White Sox,New York Yankees,4,New York Yankees,Chicago White Sox,4,2,New York Yankees
2024-05-17,744934,4,Tampa Bay Rays,Toronto Blue Jays,3,Tampa Bay Rays,Toronto Blue Jays,4,3,Tampa Bay Rays
2024-05-17,746641,2,Minnesota Twins,Cleveland Guardians,3,Cleveland Guardians,Minnesota Twins,3,2,Minnesota Twins
2024-05-17,746065,0,New York Mets,Miami Marlins,8,Miami Marlins,New York Mets,8,0,Miami Marlins
2024-05-17,747122,3,San Diego Padres,Atlanta Braves,1,San Diego Padres,Atlanta Braves,3,1,Atlanta Braves
2024-05-17,746310,2,Oakland Athletics,Kansas City Royals,6,Kansas City Royals,Oakland Athletics,6,2,Kansas City Royals
2024-05-17,745016,9,Los Angeles Angels,Texas Rangers,3,Los Angeles Angels,Texas Rangers,9,3,Texas Rangers
2024-05-17,746388,4,Milwaukee Brewers,Houston Astros,5,Houston Astros,Milwaukee Brewers,5,4,Milwaukee Brewers
2024-05-17,745178,6,Boston Red Sox,St. Louis Cardinals,10,St. Louis Cardinals,Boston Red Sox,10,6,St. Louis Cardinals
2024-05-17,747201,13,Detroit Tigers,Arizona Diamondbacks,0,Detroit Tigers,Arizona Diamondbacks,13,0,Detroit Tigers
2024-05-17,746148,3,Cincinnati Reds,Los Angeles Dodgers,7,Los Angeles Dodgers,Cincinnati Reds,7,3,Los Angeles Dodgers
2024-05-17,745335,5,Colorado Rockies,San Francisco Giants,10,San Francisco Giants,Colorado Rockies,10,5,Colorado Rockies
2024-05-18,745744,1,Chicago White Sox,New York Yankees,6,New York Yankees,Chicago White Sox,6,1,Chicago White Sox
2024-05-18,746882,0,Pittsburgh Pirates,Chicago Cubs,1,Chicago Cubs,Pittsburgh Pirates,1,0,Chicago Cubs
2024-05-18,744938,5,Tampa Bay Rays,Toronto Blue Jays,4,Tampa Bay Rays,Toronto Blue Jays,5,4,Toronto Blue Jays
2024-05-18,747036,4,Seattle Mariners,Baltimore Orioles,3,Seattle Mariners,Baltimore Orioles,4,3,Baltimore Orioles
2024-05-18,745339,4,Colorado Rockies,San Francisco Giants,14,San Francisco Giants,Colorado Rockies,14,4,San Francisco Giants
2024-05-18,746067,9,New York Mets,Miami Marlins,10,Miami Marlins,New York Mets,10,9,New York Mets
2024-05-18,745581,3,Washington Nationals,Philadelphia Phillies,4,Philadelphia Phillies,Washington Nationals,4,3,Washington Nationals
2024-05-18,746642,4,Minnesota Twins,Cleveland Guardians,11,Cleveland Guardians,Minnesota Twins,11,4,Cleveland Guardians
2024-05-18,746308,3,Oakland Athletics,Kansas City Royals,5,Kansas City Royals,Oakland Athletics,5,3,Kansas City Royals
2024-05-18,746389,4,Milwaukee Brewers,Houston Astros,2,Milwaukee Brewers,Houston Astros,4,2,Houston Astros
2024-05-18,745177,2,Boston Red Sox,St. Louis Cardinals,7,St. Louis Cardinals,Boston Red Sox,7,2,St. Louis Cardinals
2024-05-18,745013,2,Los Angeles Angels,Texas Rangers,3,Texas Rangers,Los Angeles Angels,3,2,Los Angeles Angels
2024-05-18,747202,8,Detroit Tigers,Arizona Diamondbacks,3,Detroit Tigers,Arizona Diamondbacks,8,3,Arizona Diamondbacks
2024-05-18,746142,0,Cincinnati Reds,Los Angeles Dodgers,4,Los Angeles Dodgers,Cincinnati Reds,4,0,Los Angeles Dodgers
2024-05-19,745179,11,Boston Red Sox,St. Louis Cardinals,3,Boston Red Sox,St. Louis Cardinals,11,3,Boston Red Sox
2024-05-19,747035,3,Seattle Mariners,Baltimore Orioles,6,Baltimore Orioles,Seattle Mariners,6,3,Baltimore Orioles
2024-05-19,745577,5,Washington Nationals,Philadelphia Phillies,11,Philadelphia Phillies,Washington Nationals,11,5,Philadelphia Phillies
2024-05-19,745745,2,Chicago White Sox,New York Yankees,7,New York Yankees,Chicago White Sox,7,2,Chicago White Sox
2024-05-19,744937,2,Tampa Bay Rays,Toronto Blue Jays,5,Toronto Blue Jays,Tampa Bay Rays,5,2,Toronto Blue Jays
2024-05-19,746636,2,Minnesota Twins,Cleveland Guardians,5,Cleveland Guardians,Minnesota Twins,5,2,Cleveland Guardians
2024-05-19,746064,7,New York Mets,Miami Marlins,3,New York Mets,Miami Marlins,7,3,New York Mets
2024-05-19,746306,4,Oakland Athletics,Kansas City Royals,8,Kansas City Royals,Oakland Athletics,8,4,Kansas City Royals
2024-05-19,746392,4,Milwaukee Brewers,Houston Astros,9,Houston Astros,Milwaukee Brewers,9,4,Milwaukee Brewers
2024-05-19,746880,3,Pittsburgh Pirates,Chicago Cubs,2,Pittsburgh Pirates,Chicago Cubs,3,2,Pittsburgh Pirates
2024-05-19,745012,4,Los Angeles Angels,Texas Rangers,1,Los Angeles Angels,Texas Rangers,4,1,Texas Rangers
2024-05-19,745336,1,Colorado Rockies,San Francisco Giants,4,San Francisco Giants,Colorado Rockies,4,1,Colorado Rockies
2024-05-19,747198,4,Detroit Tigers,Arizona Diamondbacks,6,Arizona Diamondbacks,Detroit Tigers,6,4,Arizona Diamondbacks
2024-05-19,746144,2,Cincinnati Reds,Los Angeles Dodgers,3,Los Angeles Dodgers,Cincinnati Reds,3,2,Los Angeles Dodgers
2024-05-19,747120,9,San Diego Padres,Atlanta Braves,1,San Diego Padres,Atlanta Braves,9,1,San Diego Padres
2024-05-20,747119,6,San Diego Padres,Atlanta Braves,5,San Diego Padres,Atlanta Braves,6,5,Atlanta Braves
2024-05-20,747121,0,San Diego Padres,Atlanta Braves,3,Atlanta Braves,San Diego Padres,3,0,Atlanta Braves
2024-05-20,744935,3,Chicago White Sox,Toronto Blue Jays,9,Toronto Blue Jays,Chicago White Sox,9,3,Chicago White Sox
2024-05-20,746637,1,New York Mets,Cleveland Guardians,3,Cleveland Guardians,New York Mets,3,1,Cleveland Guardians
2024-05-20,746066,2,Milwaukee Brewers,Miami Marlins,3,Miami Marlins,Milwaukee Brewers,3,2,Milwaukee Brewers
2024-05-20,744857,3,Minnesota Twins,Washington Nationals,12,Washington Nationals,Minnesota Twins,12,3,Minnesota Twins
2024-05-20,745093,5,Boston Red Sox,Tampa Bay Rays,0,Boston Red Sox,Tampa Bay Rays,5,0,Boston Red Sox
2024-05-20,745746,5,Seattle Mariners,New York Yankees,4,Seattle Mariners,New York Yankees,5,4,New York Yankees
2024-05-20,746307,3,Detroit Tigers,Kansas City Royals,8,Kansas City Royals,Detroit Tigers,8,3,Kansas City Royals
2024-05-20,745181,3,Baltimore Orioles,St. Louis Cardinals,6,St. Louis Cardinals,Baltimore Orioles,6,3,St. Louis Cardinals
2024-05-20,746390,9,Los Angeles Angels,Houston Astros,7,Los Angeles Angels,Houston Astros,9,7,Los Angeles Angels
2024-05-20,746146,4,Arizona Diamondbacks,Los Angeles Dodgers,6,Los Angeles Dodgers,Arizona Diamondbacks,6,4,Arizona Diamondbacks
2024-05-21,746633,6,New York Mets,Cleveland Guardians,7,Cleveland Guardians,New York Mets,7,6,Cleveland Guardians
2024-05-21,746716,0,San Diego Padres,Cincinnati Reds,2,Cincinnati Reds,San Diego Padres,2,0,Cincinnati Reds
2024-05-21,745503,6,San Francisco Giants,Pittsburgh Pirates,7,Pittsburgh Pirates,San Francisco Giants,7,6,San Francisco Giants
2024-05-21,745578,2,Texas Rangers,Philadelphia Phillies,5,Philadelphia Phillies,Texas Rangers,5,2,Texas Rangers
2024-05-21,746058,7,Milwaukee Brewers,Miami Marlins,5,Milwaukee Brewers,Miami Marlins,7,5,Milwaukee Brewers
2024-05-21,744860,10,Minnesota Twins,Washington Nationals,0,Minnesota Twins,Washington Nationals,10,0,Minnesota Twins
2024-05-21,745090,5,Boston Red Sox,Tampa Bay Rays,2,Boston Red Sox,Tampa Bay Rays,5,2,Tampa Bay Rays
2024-05-21,745742,6,Seattle Mariners,New York Yankees,3,Seattle Mariners,New York Yankees,6,3,Seattle Mariners
2024-05-21,744936,5,Chicago White Sox,Toronto Blue Jays,0,Chicago White Sox,Toronto Blue Jays,5,0,Chicago White Sox
2024-05-21,746309,3,Detroit Tigers,Kansas City Royals,10,Kansas City Royals,Detroit Tigers,10,3,Kansas City Royals
2024-05-21,746875,3,Atlanta Braves,Chicago Cubs,4,Chicago Cubs,Atlanta Braves,4,3,Atlanta Braves
2024-05-21,745180,1,Baltimore Orioles,St. Louis Cardinals,3,St. Louis Cardinals,Baltimore Orioles,3,1,St. Louis Cardinals
2024-05-21,746385,5,Los Angeles Angels,Houston Astros,6,Houston Astros,Los Angeles Angels,6,5,Los Angeles Angels
2024-05-21,745662,4,Colorado Rockies,Oakland Athletics,5,Oakland Athletics,Colorado Rockies,5,4,Colorado Rockies
2024-05-21,746145,7,Arizona Diamondbacks,Los Angeles Dodgers,3,Arizona Diamondbacks,Los Angeles Dodgers,7,3,Arizona Diamondbacks
2024-05-22,745180,1,Baltimore Orioles,St. Louis Cardinals,3,St. Louis Cardinals,Baltimore Orioles,3,1,St. Louis Cardinals
2024-05-22,744856,3,Minnesota Twins,Washington Nationals,2,Minnesota Twins,Washington Nationals,3,2,Minnesota Twins
2024-05-22,746634,3,New York Mets,Cleveland Guardians,6,Cleveland Guardians,New York Mets,6,3,New York Mets
2024-05-22,745173,4,Baltimore Orioles,St. Louis Cardinals,5,St. Louis Cardinals,Baltimore Orioles,5,4,Baltimore Orioles
2024-05-22,746386,2,Los Angeles Angels,Houston Astros,1,Los Angeles Angels,Houston Astros,2,1,Los Angeles Angels
2024-05-22,746304,3,Detroit Tigers,Kansas City Royals,8,Kansas City Royals,Detroit Tigers,8,3,Kansas City Royals
2024-05-22,746712,7,San Diego Padres,Cincinnati Reds,3,San Diego Padres,Cincinnati Reds,7,3,San Diego Padres
2024-05-22,745502,9,San Francisco Giants,Pittsburgh Pirates,5,San Francisco Giants,Pittsburgh Pirates,9,5,Pittsburgh Pirates
2024-05-22,745576,4,Texas Rangers,Philadelphia Phillies,11,Philadelphia Phillies,Texas Rangers,11,4,Texas Rangers
2024-05-22,746063,0,Milwaukee Brewers,Miami Marlins,1,Miami Marlins,Milwaukee Brewers,1,0,Miami Marlins
2024-05-22,745089,8,Boston Red Sox,Tampa Bay Rays,5,Boston Red Sox,Tampa Bay Rays,8,5,Tampa Bay Rays
2024-05-22,745743,3,Seattle Mariners,New York Yankees,7,New York Yankees,Seattle Mariners,7,3,New York Yankees
2024-05-22,744933,2,Chicago White Sox,Toronto Blue Jays,9,Toronto Blue Jays,Chicago White Sox,9,2,Toronto Blue Jays
2024-05-22,746876,9,Atlanta Braves,Chicago Cubs,2,Atlanta Braves,Chicago Cubs,9,2,Atlanta Braves
2024-05-22,745661,4,Colorado Rockies,Oakland Athletics,3,Colorado Rockies,Oakland Athletics,4,3,Colorado Rockies
2024-05-22,746143,6,Arizona Diamondbacks,Los Angeles Dodgers,0,Arizona Diamondbacks,Los Angeles Dodgers,6,0,Arizona Diamondbacks
2024-05-23,745500,7,San Francisco Giants,Pittsburgh Pirates,6,San Francisco Giants,Pittsburgh Pirates,7,6,Pittsburgh Pirates
2024-05-23,745741,0,Seattle Mariners,New York Yankees,5,New York Yankees,Seattle Mariners,5,0,New York Yankees
2024-05-23,745573,2,Texas Rangers,Philadelphia Phillies,5,Philadelphia Phillies,Texas Rangers,5,2,Texas Rangers
2024-05-23,746714,6,San Diego Padres,Cincinnati Reds,4,San Diego Padres,Cincinnati Reds,6,4,San Diego Padres
2024-05-23,746874,3,Atlanta Braves,Chicago Cubs,0,Atlanta Braves,Chicago Cubs,3,0,Atlanta Braves
2024-05-23,745660,9,Colorado Rockies,Oakland Athletics,10,Oakland Athletics,Colorado Rockies,10,9,Colorado Rockies
2024-05-23,746474,9,Toronto Blue Jays,Detroit Tigers,1,Toronto Blue Jays,Detroit Tigers,9,1,Toronto Blue Jays
2024-05-23,746792,8,Baltimore Orioles,Chicago White Sox,6,Baltimore Orioles,Chicago White Sox,8,6,Chicago White Sox
2024-05-24,746475,2,Toronto Blue Jays,Detroit Tigers,6,Detroit Tigers,Toronto Blue Jays,6,2,Detroit Tigers
2024-05-24,745501,5,Atlanta Braves,Pittsburgh Pirates,11,Pittsburgh Pirates,Atlanta Braves,11,5,Pittsburgh Pirates
2024-05-24,744853,1,Seattle Mariners,Washington Nationals,6,Washington Nationals,Seattle Mariners,6,1,Seattle Mariners
2024-05-24,745087,8,Kansas City Royals,Tampa Bay Rays,1,Kansas City Royals,Tampa Bay Rays,8,1,Tampa Bay Rays
2024-05-24,746713,6,Los Angeles Dodgers,Cincinnati Reds,9,Cincinnati Reds,Los Angeles Dodgers,9,6,Cincinnati Reds
2024-05-24,745822,8,San Francisco Giants,New York Mets,7,San Francisco Giants,New York Mets,8,7,New York Mets
2024-05-24,745905,2,Texas Rangers,Minnesota Twins,3,Minnesota Twins,Texas Rangers,3,2,Texas Rangers
2024-05-24,746956,7,Milwaukee Brewers,Boston Red Sox,2,Milwaukee Brewers,Boston Red Sox,7,2,Milwaukee Brewers
2024-05-24,746793,6,Baltimore Orioles,Chicago White Sox,4,Baltimore Orioles,Chicago White Sox,6,4,Baltimore Orioles
2024-05-24,746558,2,Philadelphia Phillies,Colorado Rockies,3,Colorado Rockies,Philadelphia Phillies,3,2,Philadelphia Phillies
2024-05-24,746227,10,Cleveland Guardians,Los Angeles Angels,4,Cleveland Guardians,Los Angeles Angels,10,4,Los Angeles Angels
2024-05-24,745663,6,Houston Astros,Oakland Athletics,3,Houston Astros,Oakland Athletics,6,3,Oakland Athletics
2024-05-24,747200,3,Miami Marlins,Arizona Diamondbacks,0,Miami Marlins,Arizona Diamondbacks,3,0,Miami Marlins
2024-05-24,745415,8,New York Yankees,San Diego Padres,0,New York Yankees,San Diego Padres,8,0,New York Yankees
2024-05-25,746470,1,Toronto Blue Jays,Detroit Tigers,2,Detroit Tigers,Toronto Blue Jays,2,1,Detroit Tigers
2024-05-25,745823,7,San Francisco Giants,New York Mets,2,San Francisco Giants,New York Mets,7,2,New York Mets
2024-05-25,745901,3,Texas Rangers,Minnesota Twins,5,Minnesota Twins,Texas Rangers,5,3,Minnesota Twins
2024-05-25,746794,5,Baltimore Orioles,Chicago White Sox,3,Baltimore Orioles,Chicago White Sox,5,3,Chicago White Sox
2024-05-25,744851,1,Seattle Mariners,Washington Nationals,3,Washington Nationals,Seattle Mariners,3,1,Washington Nationals
2024-05-25,745493,1,Atlanta Braves,Pittsburgh Pirates,4,Pittsburgh Pirates,Atlanta Braves,4,1,Pittsburgh Pirates
2024-05-25,745658,1,Houston Astros,Oakland Athletics,3,Oakland Athletics,Houston Astros,3,1,Oakland Athletics
2024-05-25,745086,7,Kansas City Royals,Tampa Bay Rays,4,Kansas City Royals,Tampa Bay Rays,7,4,Kansas City Royals
2024-05-25,746958,6,Milwaukee Brewers,Boston Red Sox,3,Milwaukee Brewers,Boston Red Sox,6,3,Milwaukee Brewers
2024-05-25,746710,1,Los Angeles Dodgers,Cincinnati Reds,3,Cincinnati Reds,Los Angeles Dodgers,3,1,Cincinnati Reds
2024-05-25,745176,6,Chicago Cubs,St. Louis Cardinals,7,St. Louis Cardinals,Chicago Cubs,7,6,St. Louis Cardinals
2024-05-25,746556,8,Philadelphia Phillies,Colorado Rockies,4,Philadelphia Phillies,Colorado Rockies,8,4,Philadelphia Phillies
2024-05-25,746226,4,Cleveland Guardians,Los Angeles Angels,3,Cleveland Guardians,Los Angeles Angels,4,3,Cleveland Guardians
2024-05-25,745411,4,New York Yankees,San Diego Padres,1,New York Yankees,San Diego Padres,4,1,New York Yankees
2024-05-25,747199,2,Miami Marlins,Arizona Diamondbacks,3,Arizona Diamondbacks,Miami Marlins,3,2,Miami Marlins
2024-05-26,746469,11,Toronto Blue Jays,Detroit Tigers,14,Detroit Tigers,Toronto Blue Jays,14,11,Detroit Tigers
2024-05-26,746711,1,Los Angeles Dodgers,Cincinnati Reds,4,Cincinnati Reds,Los Angeles Dodgers,4,1,Cincinnati Reds
2024-05-26,744855,9,Seattle Mariners,Washington Nationals,5,Seattle Mariners,Washington Nationals,9,5,Seattle Mariners
2024-05-26,745498,8,Atlanta Braves,Pittsburgh Pirates,1,Atlanta Braves,Pittsburgh Pirates,8,1,Pittsburgh Pirates
2024-05-26,746957,1,Milwaukee Brewers,Boston Red Sox,2,Boston Red Sox,Milwaukee Brewers,2,1,Boston Red Sox
2024-05-26,745824,3,San Francisco Giants,New York Mets,4,New York Mets,San Francisco Giants,4,3,San Francisco Giants
2024-05-26,745088,1,Kansas City Royals,Tampa Bay Rays,4,Tampa Bay Rays,Kansas City Royals,4,1,Kansas City Royals
2024-05-26,745902,6,Texas Rangers,Minnesota Twins,2,Texas Rangers,Minnesota Twins,6,2,Texas Rangers
2024-05-26,746789,4,Baltimore Orioles,Chicago White Sox,1,Baltimore Orioles,Chicago White Sox,4,1,Baltimore Orioles
