date,game_pk,away_score,away_team,home_team,home_score,win_team,lose_team,win_score,lose_score,first_scorer
2024-05-26,746557,2,Philadelphia Phillies,Colorado Rockies,5,Colorado Rockies,Philadelphia Phillies,5,2,Colorado Rockies
2024-05-26,746230,5,Cleveland Guardians,Los Angeles Angels,4,Cleveland Guardians,Los Angeles Angels,5,4,Cleveland Guardians
2024-05-26,745653,5,Houston Astros,Oakland Athletics,2,Houston Astros,Oakland Athletics,5,2,Houston Astros
2024-05-26,747197,3,Miami Marlins,Arizona Diamondbacks,1,Miami Marlins,Arizona Diamondbacks,3,1,Miami Marlins
2024-05-26,745413,2,New York Yankees,San Diego Padres,5,San Diego Padres,New York Yankees,5,2,New York Yankees
2024-05-26,745172,3,Chicago Cubs,St. Louis Cardinals,4,St. Louis Cardinals,Chicago Cubs,4,3,St. Louis Cardinals
2024-05-27,747034,3,Boston Red Sox,Baltimore Orioles,11,Baltimore Orioles,Boston Red Sox,11,3,Baltimore Orioles
2024-05-27,745904,5,Kansas City Royals,Minnesota Twins,6,Minnesota Twins,Kansas City Royals,6,5,Minnesota Twins
2024-05-27,746788,5,Toronto Blue Jays,Chicago White Sox,1,Toronto Blue Jays,Chicago White Sox,5,1,Toronto Blue Jays
2024-05-27,746549,6,Cleveland Guardians,Colorado Rockies,8,Colorado Rockies,Cleveland Guardians,8,6,Cleveland Guardians
2024-05-27,746708,1,St. Louis Cardinals,Cincinnati Reds,3,Cincinnati Reds,St. Louis Cardinals,3,1,St. Louis Cardinals
2024-05-27,747118,8,Washington Nationals,Atlanta Braves,4,Washington Nationals,Atlanta Braves,8,4,Washington Nationals
2024-05-27,745986,1,Chicago Cubs,Milwaukee Brewers,5,Milwaukee Brewers,Chicago Cubs,5,1,Milwaukee Brewers
2024-05-27,745338,4,Philadelphia Phillies,San Francisco Giants,8,San Francisco Giants,Philadelphia Phillies,8,4,San Francisco Giants
2024-05-27,745416,1,Miami Marlins,San Diego Padres,2,San Diego Padres,Miami Marlins,2,1,San Diego Padres
2024-05-27,745254,2,Houston Astros,Seattle Mariners,3,Seattle Mariners,Houston Astros,3,2,Seattle Mariners
2024-05-28,745818,5,Los Angeles Dodgers,New York Mets,2,Los Angeles Dodgers,New York Mets,5,2,New York Mets
2024-05-28,745816,3,Los Angeles Dodgers,New York Mets,0,Los Angeles Dodgers,New York Mets,3,0,Los Angeles Dodgers
2024-05-28,747033,8,Boston Red Sox,Baltimore Orioles,3,Boston Red Sox,Baltimore Orioles,8,3,Boston Red Sox
2024-05-28,746709,7,St. Louis Cardinals,Cincinnati Reds,1,St. Louis Cardinals,Cincinnati Reds,7,1,St. Louis Cardinals
2024-05-28,745091,3,Oakland Athletics,Tampa Bay Rays,0,Oakland Athletics,Tampa Bay Rays,3,0,Oakland Athletics
2024-05-28,747115,0,Washington Nationals,Atlanta Braves,2,Atlanta Braves,Washington Nationals,2,0,Atlanta Braves
2024-05-28,745903,2,Kansas City Royals,Minnesota Twins,4,Minnesota Twins,Kansas City Royals,4,2,Minnesota Twins
2024-05-28,746791,7,Toronto Blue Jays,Chicago White Sox,2,Toronto Blue Jays,Chicago White Sox,7,2,Toronto Blue Jays
2024-05-28,745987,6,Chicago Cubs,Milwaukee Brewers,3,Chicago Cubs,Milwaukee Brewers,6,3,Chicago Cubs
2024-05-28,745017,2,Arizona Diamondbacks,Texas Rangers,4,Texas Rangers,Arizona Diamondbacks,4,2,Arizona Diamondbacks
2024-05-28,746552,13,Cleveland Guardians,Colorado Rockies,7,Cleveland Guardians,Colorado Rockies,13,7,Cleveland Guardians
2024-05-28,746229,3,New York Yankees,Los Angeles Angels,4,Los Angeles Angels,New York Yankees,4,3,New York Yankees
2024-05-28,745258,2,Houston Astros,Seattle Mariners,4,Seattle Mariners,Houston Astros,4,2,Seattle Mariners
2024-05-28,745412,0,Miami Marlins,San Diego Padres,4,San Diego Padres,Miami Marlins,4,0,San Diego Padres
2024-05-28,745337,0,Philadelphia Phillies,San Francisco Giants,1,San Francisco Giants,Philadelphia Phillies,1,0,San Francisco Giants
2024-05-29,746467,0,Pittsburgh Pirates,Detroit Tigers,8,Detroit Tigers,Pittsburgh Pirates,8,0,Detroit Tigers
2024-05-29,746468,10,Pittsburgh Pirates,Detroit Tigers,2,Pittsburgh Pirates,Detroit Tigers,10,2,Detroit Tigers
2024-05-29,746706,5,St. Louis Cardinals,Cincinnati Reds,3,St. Louis Cardinals,Cincinnati Reds,5,3,St. Louis Cardinals
2024-05-29,745011,1,Arizona Diamondbacks,Texas Rangers,6,Texas Rangers,Arizona Diamondbacks,6,1,Texas Rangers
2024-05-29,745333,6,Philadelphia Phillies,San Francisco Giants,1,Philadelphia Phillies,San Francisco Giants,6,1,Philadelphia Phillies
2024-05-29,745817,10,Los Angeles Dodgers,New York Mets,3,Los Angeles Dodgers,New York Mets,10,3,Los Angeles Dodgers
2024-05-29,745414,9,Miami Marlins,San Diego Padres,1,Miami Marlins,San Diego Padres,9,1,Miami Marlins
2024-05-29,747031,1,Boston Red Sox,Baltimore Orioles,6,Baltimore Orioles,Boston Red Sox,6,1,Boston Red Sox
2024-05-29,745084,3,Oakland Athletics,Tampa Bay Rays,4,Tampa Bay Rays,Oakland Athletics,4,3,Oakland Athletics
2024-05-29,747117,7,Washington Nationals,Atlanta Braves,2,Washington Nationals,Atlanta Braves,7,2,Atlanta Braves
2024-05-29,745900,6,Kansas City Royals,Minnesota Twins,1,Kansas City Royals,Minnesota Twins,6,1,Minnesota Twins
2024-05-29,746790,3,Toronto Blue Jays,Chicago White Sox,1,Toronto Blue Jays,Chicago White Sox,3,1,Toronto Blue Jays
2024-05-29,745988,6,Chicago Cubs,Milwaukee Brewers,10,Milwaukee Brewers,Chicago Cubs,10,6,Milwaukee Brewers
2024-05-29,746551,4,Cleveland Guardians,Colorado Rockies,7,Colorado Rockies,Cleveland Guardians,7,4,Cleveland Guardians
2024-05-29,746228,2,New York Yankees,Los Angeles Angels,1,New York Yankees,Los Angeles Angels,2,1,New York Yankees
2024-05-29,745250,1,Houston Astros,Seattle Mariners,2,Seattle Mariners,Houston Astros,2,1,Houston Astros
2024-05-30,745081,5,Oakland Athletics,Tampa Bay Rays,6,Tampa Bay Rays,Oakland Athletics,6,5,Tampa Bay Rays
2024-05-30,745898,6,Kansas City Royals,Minnesota Twins,7,Minnesota Twins,Kansas City Royals,7,6,Kansas City Royals
2024-05-30,745985,4,Chicago Cubs,Milwaukee Brewers,6,Milwaukee Brewers,Chicago Cubs,6,4,Chicago Cubs
2024-05-30,745249,4,Houston Astros,Seattle Mariners,0,Houston Astros,Seattle Mariners,4,0,Houston Astros
2024-05-30,746954,5,Detroit Tigers,Boston Red Sox,0,Detroit Tigers,Boston Red Sox,5,0,Detroit Tigers
2024-05-30,745819,2,Arizona Diamondbacks,New York Mets,3,New York Mets,Arizona Diamondbacks,3,2,Arizona Diamondbacks
2024-05-30,747114,3,Washington Nationals,Atlanta Braves,1,Washington Nationals,Atlanta Braves,3,1,Washington Nationals
2024-05-30,746225,8,New York Yankees,Los Angeles Angels,3,New York Yankees,Los Angeles Angels,8,3,Los Angeles Angels
2024-05-31,746877,5,Cincinnati Reds,Chicago Cubs,4,Cincinnati Reds,Chicago Cubs,5,4,Chicago Cubs
2024-05-31,745574,2,St. Louis Cardinals,Philadelphia Phillies,4,Philadelphia Phillies,St. Louis Cardinals,4,2,Philadelphia Phillies
2024-05-31,747032,1,Tampa Bay Rays,Baltimore Orioles,3,Baltimore Orioles,Tampa Bay Rays,3,1,Tampa Bay Rays
2024-05-31,744928,3,Pittsburgh Pirates,Toronto Blue Jays,5,Toronto Blue Jays,Pittsburgh Pirates,5,3,Pittsburgh Pirates
2024-05-31,746955,3,Detroit Tigers,Boston Red Sox,7,Boston Red Sox,Detroit Tigers,7,3,Detroit Tigers
2024-05-31,746635,1,Washington Nationals,Cleveland Guardians,7,Cleveland Guardians,Washington Nationals,7,1,Cleveland Guardians
2024-05-31,745820,9,Arizona Diamondbacks,New York Mets,10,New York Mets,Arizona Diamondbacks,10,9,Arizona Diamondbacks
2024-05-31,746059,2,Texas Rangers,Miami Marlins,8,Miami Marlins,Texas Rangers,8,2,Miami Marlins
2024-05-31,747116,2,Oakland Athletics,Atlanta Braves,4,Atlanta Braves,Oakland Athletics,4,2,Atlanta Braves
2024-05-31,746303,11,San Diego Padres,Kansas City Royals,8,San Diego Padres,Kansas City Royals,11,8,San Diego Padres
2024-05-31,746387,6,Minnesota Twins,Houston Astros,1,Minnesota Twins,Houston Astros,6,1,Minnesota Twins
2024-05-31,745983,5,Chicago White Sox,Milwaukee Brewers,12,Milwaukee Brewers,Chicago White Sox,12,5,Milwaukee Brewers
2024-05-31,746140,4,Colorado Rockies,Los Angeles Dodgers,1,Colorado Rockies,Los Angeles Dodgers,4,1,Colorado Rockies
2024-05-31,745253,4,Los Angeles Angels,Seattle Mariners,5,Seattle Mariners,Los Angeles Angels,5,4,Seattle Mariners
2024-05-31,745331,6,New York Yankees,San Francisco Giants,2,New York Yankees,San Francisco Giants,6,2,San Francisco Giants
2024-06-01,744932,8,Pittsburgh Pirates,Toronto Blue Jays,1,Pittsburgh Pirates,Toronto Blue Jays,8,1,Pittsburgh Pirates
2024-06-01,747029,5,Tampa Bay Rays,Baltimore Orioles,9,Baltimore Orioles,Tampa Bay Rays,9,5,Baltimore Orioles
2024-06-01,746952,3,Detroit Tigers,Boston Red Sox,6,Boston Red Sox,Detroit Tigers,6,3,Detroit Tigers
2024-06-01,746629,2,Washington Nationals,Cleveland Guardians,3,Cleveland Guardians,Washington Nationals,3,2,Cleveland Guardians
2024-06-01,745812,10,Arizona Diamondbacks,New York Mets,5,Arizona Diamondbacks,New York Mets,10,5,Arizona Diamondbacks
2024-06-01,746305,7,San Diego Padres,Kansas City Royals,3,San Diego Padres,Kansas City Royals,7,3,San Diego Padres
2024-06-01,746384,2,Minnesota Twins,Houston Astros,5,Houston Astros,Minnesota Twins,5,2,Houston Astros
2024-06-01,747111,11,Oakland Athletics,Atlanta Braves,9,Oakland Athletics,Atlanta Braves,11,9,Oakland Athletics
2024-06-01,746062,7,Texas Rangers,Miami Marlins,0,Texas Rangers,Miami Marlins,7,0,Texas Rangers
2024-06-01,745980,3,Chicago White Sox,Milwaukee Brewers,4,Milwaukee Brewers,Chicago White Sox,4,3,Chicago White Sox
2024-06-01,746870,5,Cincinnati Reds,Chicago Cubs,7,Chicago Cubs,Cincinnati Reds,7,5,Cincinnati Reds
2024-06-01,745251,0,Los Angeles Angels,Seattle Mariners,9,Seattle Mariners,Los Angeles Angels,9,0,Seattle Mariners
2024-06-01,745575,1,St. Louis Cardinals,Philadelphia Phillies,6,Philadelphia Phillies,St. Louis Cardinals,6,1,Philadelphia Phillies
2024-06-01,745332,7,New York Yankees,San Francisco Giants,3,New York Yankees,San Francisco Giants,7,3,New York Yankees
2024-06-01,746138,1,Colorado Rockies,Los Angeles Dodgers,4,Los Angeles Dodgers,Colorado Rockies,4,1,Colorado Rockies
2024-06-02,746383,4,Minnesota Twins,Houston Astros,3,Minnesota Twins,Houston Astros,4,3,Minnesota Twins
2024-06-02,746953,8,Detroit Tigers,Boston Red Sox,4,Detroit Tigers,Boston Red Sox,8,4,Boston Red Sox
2024-06-02,747030,4,Tampa Bay Rays,Baltimore Orioles,3,Tampa Bay Rays,Baltimore Orioles,4,3,Baltimore Orioles
2024-06-02,747110,1,Oakland Athletics,Atlanta Braves,3,Atlanta Braves,Oakland Athletics,3,1,Atlanta Braves
2024-06-02,744929,4,Pittsburgh Pirates,Toronto Blue Jays,5,Toronto Blue Jays,Pittsburgh Pirates,5,4,Pittsburgh Pirates
2024-06-02,746632,5,Washington Nationals,Cleveland Guardians,2,Washington Nationals,Cleveland Guardians,5,2,Washington Nationals
2024-06-02,745813,5,Arizona Diamondbacks,New York Mets,4,Arizona Diamondbacks,New York Mets,5,4,Arizona Diamondbacks
2024-06-02,746061,6,Texas Rangers,Miami Marlins,0,Texas Rangers,Miami Marlins,6,0,Texas Rangers
2024-06-02,746301,3,San Diego Padres,Kansas City Royals,4,Kansas City Royals,San Diego Padres,4,3,Kansas City Royals
2024-06-02,745984,3,Chicago White Sox,Milwaukee Brewers,6,Milwaukee Brewers,Chicago White Sox,6,3,Chicago White Sox
2024-06-02,746871,5,Cincinnati Reds,Chicago Cubs,2,Cincinnati Reds,Chicago Cubs,5,2,Cincinnati Reds
2024-06-02,745330,7,New York Yankees,San Francisco Giants,5,New York Yankees,San Francisco Giants,7,5,New York Yankees
2024-06-02,746141,0,Colorado Rockies,Los Angeles Dodgers,4,Los Angeles Dodgers,Colorado Rockies,4,0,Los Angeles Dodgers
2024-06-02,745252,1,Los Angeles Angels,Seattle Mariners,5,Seattle Mariners,Los Angeles Angels,5,1,Seattle Mariners
2024-06-02,745572,5,St. Louis Cardinals,Philadelphia Phillies,4,St. Louis Cardinals,Philadelphia Phillies,5,4,St. Louis Cardinals
2024-06-03,745569,1,Milwaukee Brewers,Philadelphia Phillies,3,Philadelphia Phillies,Milwaukee Brewers,3,1,Philadelphia Phillies
2024-06-03,744854,8,New York Mets,Washington Nationals,7,New York Mets,Washington Nationals,8,7,New York Mets
2024-06-03,744930,7,Baltimore Orioles,Toronto Blue Jays,2,Baltimore Orioles,Toronto Blue Jays,7,2,Baltimore Orioles
2024-06-03,745009,2,Detroit Tigers,Texas Rangers,1,Detroit Tigers,Texas Rangers,2,1,Texas Rangers
2024-06-03,746382,4,St. Louis Cardinals,Houston Astros,7,Houston Astros,St. Louis Cardinals,7,4,St. Louis Cardinals
2024-06-03,746548,13,Cincinnati Reds,Colorado Rockies,3,Cincinnati Reds,Colorado Rockies,13,3,Colorado Rockies
2024-06-03,746224,1,San Diego Padres,Los Angeles Angels,2,Los Angeles Angels,San Diego Padres,2,1,San Diego Padres
2024-06-03,747194,2,San Francisco Giants,Arizona Diamondbacks,4,Arizona Diamondbacks,San Francisco Giants,4,2,Arizona Diamondbacks
2024-06-04,746630,5,Kansas City Royals,Cleveland Guardians,8,Cleveland Guardians,Kansas City Royals,8,5,Kansas City Royals
2024-06-04,745497,0,Los Angeles Dodgers,Pittsburgh Pirates,1,Pittsburgh Pirates,Los Angeles Dodgers,1,0,Pittsburgh Pirates
2024-06-04,746060,9,Tampa Bay Rays,Miami Marlins,5,Tampa Bay Rays,Miami Marlins,9,5,Miami Marlins
2024-06-04,745568,1,Milwaukee Brewers,Philadelphia Phillies,2,Philadelphia Phillies,Milwaukee Brewers,2,1,Milwaukee Brewers
2024-06-04,744850,6,New York Mets,Washington Nationals,3,New York Mets,Washington Nationals,6,3,New York Mets
2024-06-04,745739,1,Minnesota Twins,New York Yankees,5,New York Yankees,Minnesota Twins,5,1,New York Yankees
2024-06-04,744931,10,Baltimore Orioles,Toronto Blue Jays,1,Baltimore Orioles,Toronto Blue Jays,10,1,Baltimore Orioles
2024-06-04,746949,8,Atlanta Braves,Boston Red Sox,3,Atlanta Braves,Boston Red Sox,8,3,Atlanta Braves
2024-06-04,745010,3,Detroit Tigers,Texas Rangers,1,Detroit Tigers,Texas Rangers,3,1,Detroit Tigers
2024-06-04,746872,6,Chicago White Sox,Chicago Cubs,7,Chicago Cubs,Chicago White Sox,7,6,Chicago White Sox
2024-06-04,746380,5,St. Louis Cardinals,Houston Astros,8,Houston Astros,St. Louis Cardinals,8,5,St. Louis Cardinals
2024-06-04,746550,4,Cincinnati Reds,Colorado Rockies,1,Cincinnati Reds,Colorado Rockies,4,1,Cincinnati Reds
2024-06-04,746222,2,San Diego Padres,Los Angeles Angels,4,Los Angeles Angels,San Diego Padres,4,2,San Diego Padres
2024-06-04,745656,4,Seattle Mariners,Oakland Athletics,3,Seattle Mariners,Oakland Athletics,4,3,Seattle Mariners
2024-06-04,747196,5,San Francisco Giants,Arizona Diamondbacks,8,Arizona Diamondbacks,San Francisco Giants,8,5,Arizona Diamondbacks
2024-06-05,746950,0,Atlanta Braves,Boston Red Sox,9,Boston Red Sox,Atlanta Braves,9,0,Boston Red Sox
2024-06-05,746379,4,St. Louis Cardinals,Houston Astros,2,St. Louis Cardinals,Houston Astros,4,2,St. Louis Cardinals
2024-06-05,746544,12,Cincinnati Reds,Colorado Rockies,7,Cincinnati Reds,Colorado Rockies,12,7,Colorado Rockies
2024-06-05,747195,9,San Francisco Giants,Arizona Diamondbacks,3,San Francisco Giants,Arizona Diamondbacks,9,3,Arizona Diamondbacks
2024-06-05,744852,9,New York Mets,Washington Nationals,1,New York Mets,Washington Nationals,9,1,New York Mets
2024-06-05,745570,0,Milwaukee Brewers,Philadelphia Phillies,2,Philadelphia Phillies,Milwaukee Brewers,2,0,Philadelphia Phillies
2024-06-05,745494,6,Los Angeles Dodgers,Pittsburgh Pirates,10,Pittsburgh Pirates,Los Angeles Dodgers,10,6,Pittsburgh Pirates
2024-06-05,746056,5,Tampa Bay Rays,Miami Marlins,3,Tampa Bay Rays,Miami Marlins,5,3,Tampa Bay Rays
2024-06-05,745740,5,Minnesota Twins,New York Yankees,9,New York Yankees,Minnesota Twins,9,5,New York Yankees
2024-06-05,744927,2,Baltimore Orioles,Toronto Blue Jays,3,Toronto Blue Jays,Baltimore Orioles,3,2,Baltimore Orioles
2024-06-05,745007,1,Detroit Tigers,Texas Rangers,9,Texas Rangers,Detroit Tigers,9,1,Texas Rangers
2024-06-05,746873,6,Chicago White Sox,Chicago Cubs,7,Chicago Cubs,Chicago White Sox,7,6,Chicago White Sox
2024-06-05,746221,2,San Diego Padres,Los Angeles Angels,3,Los Angeles Angels,San Diego Padres,3,2,Los Angeles Angels
2024-06-05,745654,1,Seattle Mariners,Oakland Athletics,2,Oakland Athletics,Seattle Mariners,2,1,Oakland Athletics
2024-06-06,744923,5,Baltimore Orioles,Toronto Blue Jays,6,Toronto Blue Jays,Baltimore Orioles,6,5,Toronto Blue Jays
2024-06-06,746631,4,Kansas City Royals,Cleveland Guardians,3,Kansas City Royals,Cleveland Guardians,4,3,Kansas City Royals
2024-06-06,745657,3,Seattle Mariners,Oakland Athletics,0,Seattle Mariners,Oakland Athletics,3,0,Seattle Mariners
2024-06-06,745495,11,Los Angeles Dodgers,Pittsburgh Pirates,7,Los Angeles Dodgers,Pittsburgh Pirates,11,7,Los Angeles Dodgers
2024-06-06,744844,5,Atlanta Braves,Washington Nationals,2,Atlanta Braves,Washington Nationals,5,2,Washington Nationals
2024-06-06,745738,5,Minnesota Twins,New York Yankees,8,New York Yankees,Minnesota Twins,8,5,Minnesota Twins
2024-06-06,746707,4,Chicago Cubs,Cincinnati Reds,8,Cincinnati Reds,Chicago Cubs,8,4,Chicago Cubs
2024-06-06,745174,3,Colorado Rockies,St. Louis Cardinals,2,Colorado Rockies,St. Louis Cardinals,3,2,Colorado Rockies
2024-06-06,746784,14,Boston Red Sox,Chicago White Sox,2,Boston Red Sox,Chicago White Sox,14,2,Boston Red Sox
2024-06-06,745408,4,Arizona Diamondbacks,San Diego Padres,3,Arizona Diamondbacks,San Diego Padres,4,3,Arizona Diamondbacks
2024-06-07,745496,0,Minnesota Twins,Pittsburgh Pirates,3,Pittsburgh Pirates,Minnesota Twins,3,0,Pittsburgh Pirates
2024-06-07,746466,10,Milwaukee Brewers,Detroit Tigers,0,Milwaukee Brewers,Detroit Tigers,10,0,Milwaukee Brewers
2024-06-07,744845,1,Atlanta Braves,Washington Nationals,2,Washington Nationals,Atlanta Braves,2,1,Washington Nationals
2024-06-07,745083,6,Baltimore Orioles,Tampa Bay Rays,3,Baltimore Orioles,Tampa Bay Rays,6,3,Baltimore Orioles
2024-06-07,745737,2,Los Angeles Dodgers,New York Yankees,1,Los Angeles Dodgers,New York Yankees,2,1,Los Angeles Dodgers
2024-06-07,746704,2,Chicago Cubs,Cincinnati Reds,3,Cincinnati Reds,Chicago Cubs,3,2,Cincinnati Reds
2024-06-07,746053,2,Cleveland Guardians,Miami Marlins,3,Miami Marlins,Cleveland Guardians,3,2,Cleveland Guardians
2024-06-07,745008,5,San Francisco Giants,Texas Rangers,2,San Francisco Giants,Texas Rangers,5,2,San Francisco Giants
2024-06-07,746302,9,Seattle Mariners,Kansas City Royals,10,Kansas City Royals,Seattle Mariners,10,9,Seattle Mariners
2024-06-07,746785,2,Boston Red Sox,Chicago White Sox,7,Chicago White Sox,Boston Red Sox,7,2,Chicago White Sox
2024-06-07,745169,5,Colorado Rockies,St. Louis Cardinals,8,St. Louis Cardinals,Colorado Rockies,8,5,St. Louis Cardinals
2024-06-07,746220,7,Houston Astros,Los Angeles Angels,1,Houston Astros,Los Angeles Angels,7,1,Houston Astros
2024-06-07,745406,3,Arizona Diamondbacks,San Diego Padres,10,San Diego Padres,Arizona Diamondbacks,10,3,San Diego Padres
2024-06-07,745655,1,Toronto Blue Jays,Oakland Athletics,2,Oakland Athletics,Toronto Blue Jays,2,1,Oakland Athletics
2024-06-08,745814,7,Philadelphia Phillies,New York Mets,2,Philadelphia Phillies,New York Mets,7,2,New York Mets
2024-06-08,745001,3,San Francisco Giants,Texas Rangers,1,San Francisco Giants,Texas Rangers,3,1,San Francisco Giants
2024-06-08,745492,0,Minnesota Twins,Pittsburgh Pirates,4,Pittsburgh Pirates,Minnesota Twins,4,0,Pittsburgh Pirates
2024-06-08,744848,3,Atlanta Braves,Washington Nationals,7,Washington Nationals,Atlanta Braves,7,3,Washington Nationals
2024-06-08,745652,7,Toronto Blue Jays,Oakland Athletics,0,Toronto Blue Jays,Oakland Athletics,7,0,Toronto Blue Jays
2024-06-08,746703,3,Chicago Cubs,Cincinnati Reds,4,Cincinnati Reds,Chicago Cubs,4,3,Chicago Cubs
2024-06-08,746300,4,Seattle Mariners,Kansas City Royals,8,Kansas City Royals,Seattle Mariners,8,4,Seattle Mariners
2024-06-08,745082,5,Baltimore Orioles,Tampa Bay Rays,0,Baltimore Orioles,Tampa Bay Rays,5,0,Baltimore Orioles
2024-06-08,746786,1,Boston Red Sox,Chicago White Sox,6,Chicago White Sox,Boston Red Sox,6,1,Boston Red Sox
2024-06-08,746461,5,Milwaukee Brewers,Detroit Tigers,4,Milwaukee Brewers,Detroit Tigers,5,4,Milwaukee Brewers
2024-06-08,745166,6,Colorado Rockies,St. Louis Cardinals,5,Colorado Rockies,St. Louis Cardinals,6,5,Colorado Rockies
2024-06-08,746057,8,Cleveland Guardians,Miami Marlins,0,Cleveland Guardians,Miami Marlins,8,0,Cleveland Guardians
2024-06-08,745735,11,Los Angeles Dodgers,New York Yankees,3,Los Angeles Dodgers,New York Yankees,11,3,Los Angeles Dodgers
2024-06-08,745410,1,Arizona Diamondbacks,San Diego Padres,13,San Diego Padres,Arizona Diamondbacks,13,1,San Diego Padres
2024-06-08,746223,6,Houston Astros,Los Angeles Angels,1,Houston Astros,Los Angeles Angels,6,1,Houston Astros
2024-06-09,745571,6,New York Mets,Philadelphia Phillies,5,New York Mets,Philadelphia Phillies,6,5,Philadelphia Phillies
2024-06-09,745003,2,San Francisco Giants,Texas Rangers,7,Texas Rangers,San Francisco Giants,7,2,Texas Rangers
2024-06-09,745491,11,Minnesota Twins,Pittsburgh Pirates,5,Minnesota Twins,Pittsburgh Pirates,11,5,Minnesota Twins
2024-06-09,744849,5,Atlanta Braves,Washington Nationals,8,Washington Nationals,Atlanta Braves,8,5,Atlanta Braves
2024-06-09,746705,4,Chicago Cubs,Cincinnati Reds,2,Chicago Cubs,Cincinnati Reds,4,2,Chicago Cubs
2024-06-09,745085,9,Baltimore Orioles,Tampa Bay Rays,2,Baltimore Orioles,Tampa Bay Rays,9,2,Baltimore Orioles
2024-06-09,746054,6,Cleveland Guardians,Miami Marlins,3,Cleveland Guardians,Miami Marlins,6,3,Cleveland Guardians
2024-06-09,746463,2,Milwaukee Brewers,Detroit Tigers,10,Detroit Tigers,Milwaukee Brewers,10,2,Detroit Tigers
